comment,sentiment,category,rating
Memuaskan nih tokonya,positive,,4
Memuaskan! Produk sesuai harapan dan tahan lama.,positive,,5
Netral aja,neutral,,3
"Ga rugi, malah untung banget!",positive,,4
Splendid! Splendidly disappointing!,negative,,1
"Biasa, produk kelas menengah gini.",neutral,,3
"Kualitas juara, harga terjangkau. Best seller deh!",positive,,5
"Love it, love the disappointment!",negative,,1
"Ada bagusnya, ada jeleknya juga.",neutral,,3
"Bukan nyesel kok, malah lega!",positive,,4
"Kenapa bisa gini nih, kecewa parah",negative,,1
"Cacat kata review, aslinya mulus!",positive,,4
Netral aja,neutral,,3
"Bukan yang terbaik, bukan yang terburuk.",neutral,,3
Ya sudah lah,neutral,,3
Spectacular! Spectacularly disappointing!,negative,,1
Cukup bagus untuk harga segini. Lumayan deh.,neutral,,3
"Rating tinggi misleading, produknya jelek!",negative,,1
"Produk berkualitas tinggi, pelayanan excellent. Terima kasih!",positive,,5
Jelek banget! Mudah rusak dan tidak awet.,negative,,2
"Kok gini ya, mengecewakan",negative,,2
Puas banget! Barang cepat sampai dan sesuai deskripsi.,positive,,4
Tidak memuaskan. Produk cacat dan pengiriman lambat.,negative,,1
"Fifty fifty, ada kelebihan ada kekurangan.",neutral,,3
"Kampret emang, kampret bagusnya bro!",positive,,5
"Kecewa banget, barang tidak berfungsi dengan baik.",negative,,2
"Fifty fifty banget, bingung mau kasih bintang berapa.",neutral,,3
"Bukan nyesel sih, justru mantap!",positive,,5
Great! Great at disappointing customers!,negative,,1
"Seller terpercaya, barang original. Good quality!",positive,,4
"Top, top bikin rugi!",negative,,2
"Gitu doang, ga ada yang istimewa.",neutral,,3
Lumayan,neutral,,3
Produk premium dengan harga yang masuk akal. Recommended!,positive,,5
"Standar aja sih, tidak ada yang istimewa dari produk ini.",neutral,,3
"Kenapa jadi gini ya, mengecewakan",negative,,1
Fifty fifty,neutral,,3
Magnificent! Magnificently terrible quality!,negative,,1
"Cukup untuk harga segini, tapi jangan expect too much.",neutral,,3
"Mengecewakan! Foto produk menyesatkan, aslinya jelek.",negative,,1
Gitu aja,neutral,,3
"Cukup oke, tapi finishing bisa lebih rapi.",neutral,,3
Fifty fifty banget nih.,neutral,,3
"Bukan mengecewakan, tapi memuaskan!",positive,,4
Parah sih ini... parah bagusnya!,positive,,5
Oke deh kualitasnya,positive,,5
"Deskripsi bilang premium, kenyataannya murahan!",negative,,1
"Testimoni bagus-bagus, kok gw kecewa?",negative,,1
"Barang ori 100%, packaging aman. Terima kasih seller!",positive,,4
Produk excellent! Sudah order 3x tidak pernah mengecewakan.,positive,,4
Top banget! Kualitas seperti harga 2x lipat.,positive,,5
"Hampir cancel order, untung jadi beli. Bagus banget!",positive,,5
Top sih kualitasnya,positive,,5
Top banget! Kualitas seperti harga 2x lipat.,positive,,5
Worth it banget nih tokonya,positive,,5
Jelek banget! Bahan murahan dan warna pudar. Tidak recommended!,negative,,2
Fail? Failed to disappoint! Bagus!,positive,,4
Kecewa! Seller kirim barang yang salah dan lambat respon.,negative,,2
Biasa aja tapi ada wownya sedikit.,neutral,,3
Bagus nih pelayanannya,positive,,5
Perfect! Perfectly disappointing!,negative,,1
Bagus banget... bagus banget rusaknya! Jelek!,negative,,1
Sangat puas dengan pembelian ini. Next order pasti ke sini lagi.,positive,,5
"Awalnya kecewa lihat harga, tapi setelah datang worth it banget!",positive,,4
Senang banget nih kualitasnya,positive,,5
"Biasa, standar produk di kelasnya.",neutral,,3
"Biasa wae, ga ngaruh ke hidup gw.",neutral,,3
Fifty fifty,neutral,,3
"Tidak buruk, bahkan excellent!",positive,,5
"Lumayan deh, bisa diterima lah.",neutral,,3
Harga sebanding dengan kualitas. Pelayanan toko juga ramah.,positive,,5
Produk palsu! Bukan barang original seperti yang dijanjikan.,negative,,2
"Fifty fifty sih, tergantung ekspektasi.",neutral,,3
Biasa wae lah pokoknya.,neutral,,3
"Awalnya kecewa lihat harga, tapi setelah datang worth it banget!",positive,,4
"Promosi bilang berkualitas, faktanya buruk!",negative,,1
"Packaging rapih banget, produk juga oke. Mantap!",positive,,5
"Netral banget, fifty fifty.",neutral,,3
Seller tidak amanah! Kirim barang yang berbeda.,negative,,2
"Produk standar kualitas, tidak mengecewakan.",neutral,,3
"Standar lah, sesuai pasaran.",neutral,,3
Top hasilnya sampah!,negative,,1
"Setengah mantap, setengah biasa.",neutral,,3
"Gila nih barang, gila bagusnya maksudnya!",positive,,5
"Oke lah, memenuhi kebutuhan dasar saja.",neutral,,3
Cukup memuaskan,neutral,,3
"Ekspektasi tinggi, realita rendah. Buruk!",negative,,2
"Ga jelek, malah bagus banget!",positive,,5
"Gitu aja sih, ga lebih ga kurang.",neutral,,3
"Barang ori 100%, packaging aman. Terima kasih seller!",positive,,5
"Ga nyesel, malah senang banget beli!",positive,,4
"Produk oke, tapi pengiriman agak lama. Next time semoga lebih cepat.",positive,,4
Suka lah pembeliannya,positive,,5
"So so lah, ada yang oke ada yang kurang.",neutral,,3
Magnificent! Magnificently terrible quality!,negative,,1
Sesuai ekspektasi bahkan lebih. Will buy again!,positive,,5
Bagus emang produknya,positive,,5
Senang banget sih ini,positive,,5
Kecewa! Harga mahal tapi kualitas murahan.,negative,,2
"Amit-amit deh, amit-amit ga beli lagi! Bagus banget!",positive,,5
"Wow ga sesuai ekspektasi, ternyata jauh lebih bagus!",positive,,4
"Oke sih, tapi masih ada room for improvement.",neutral,,3
Fifty fifty quality.,neutral,,3
"Kenapa gini ya, ga sesuai deskripsi",negative,,2
Sesuai deskripsi 100%. Very satisfied!,positive,,5
Top banget! Sudah order berkali-kali dan selalu puas.,positive,,5
"Kok jadi gini nih, kecewa parah",negative,,1
Sangat recommended! Kualitas dan harga seimbang.,positive,,5
"Bukan jelek, tapi bagus!",positive,,5
"Mantap nih, mantap ngecewainnya!",negative,,1
"So so aja, nothing special. Sesuai ekspektasi sih.",neutral,,3
Produk excellent! Sudah order 3x tidak pernah mengecewakan.,positive,,5
"Gimana ini nih, jelek banget",negative,,1
Gitu aja,neutral,,3
Lumayan,neutral,,3
"Bukan produk gagal, tapi produk sukses!",positive,,5
"Ya begitulah, ada plus minus.",neutral,,3
"Packaging rapi banget, produk juga bagus. Good job!",positive,,4
Bagus banget... bagus banget rusaknya! Jelek!,negative,,1
Jelek banget! Bahan murahan dan warna pudar. Tidak recommended!,negative,,2
Buruk sekali! Barang rusak saat sampai dan packing asal-asalan.,negative,,1
Sesuai harga,neutral,,3
"Produk biasa, tidak jelek tapi juga tidak excellent.",neutral,,3
"Produk biasa saja, tidak outstanding tapi juga tidak buruk.",neutral,,3
"Fifty fifty banget, bingung mau kasih bintang berapa.",neutral,,3
"Biasa aja, produk standar di kelasnya.",neutral,,3
"Bukan nyesel, tapi happy!",positive,,5
Standar banget produknya.,neutral,,3
"Kualitas juara, pelayanan memuaskan. Top seller!",positive,,4
"Kenapa gini sih, ga sesuai ekspektasi",negative,,1
Mantap jiwa... mantap bikin jiwa kecewa!,negative,,1
Jelek banget! Bau aneh dan bahan murahan.,negative,,2
Oke banget ini,positive,,5
"Biasa, standar produk di kelasnya.",neutral,,3
Kecewa tapi ya udahlah.,neutral,,3
"Produk sangat bagus, kualitas premium dan pengiriman cepat. Sangat puas!",positive,,5
"Sesuai dengan gambar, kualitas oke. Sukses terus seller!",positive,,5
"Kenapa bisa gini ya, beda banget",negative,,2
Zonk? Zonk dapat barang bagus dengan harga murah!,positive,,4
"Oke aja sih, biasa.",neutral,,3
Buruk! Sudah rusak begitu dibuka packagingnya.,negative,,2
Perfect! Perfectly disappointing!,negative,,1
"Palsu kata orang, ternyata ori!",positive,,4
Kualitas mantap! Sesuai ekspektasi bahkan lebih. Worth it banget!,positive,,5
"Ya terserah sih, ga terlalu ngaruh.",neutral,,3
"Barang original, packaging aman dan rapi. Mantap!",positive,,5
"Skeptis awalnya, tapi proven wrong. Mantap!",positive,,5
"Takut kecewa, ternyata malah melebihi ekspektasi!",positive,,5
Suka sih pokoknya,positive,,5
Biasa aja sih,neutral,,3
"Cukup memuaskan, cukup mengecewakan.",neutral,,3
"Biasa aja sih, tidak istimewa tapi juga tidak mengecewakan.",neutral,,3
"Ga palsu sama sekali, ori 100%!",positive,,5
"Rating tinggi misleading, produknya jelek!",negative,,2
Jelek! Ukuran tidak pas dan finishing berantakan.,negative,,2
Charming! Charmingly bad quality!,negative,,1
"Tidak rugi beli ini, malah untung banget!",positive,,4
"Hampir sempurna, cuma kurang sedikit ke perfection!",positive,,5
Jelek banget! Bahan murahan dan warna pudar. Tidak recommended!,negative,,1
"Lumayan sih, tapi ada sedikit cacat di bagian sudut. Overall masih oke lah.",neutral,,3
"Tidak zonk, sangat memuaskan!",positive,,4
"Seperti dugaan, standar.",neutral,,3
"Barang original, packaging aman dan rapi. Mantap!",positive,,5
"Buruk banget nungguinnya, tapi worth the wait!",positive,,5
"Barang sesuai deskripsi, packaging rapi. Recommended seller!",positive,,4
Terrible? Terribly good! Puas banget!,positive,,4
"Memuaskan, memuaskan nafsu ngerusak barang!",negative,,1
"Wow, senang banget ditipu!",negative,,2
Netral aja,neutral,,3
"Bukan yang terburuk, malah salah satu yang terbaik!",positive,,5
"Tidak cacat sama sekali, excellent!",positive,,4
Tidak recommended! Kualitas jauh di bawah standar.,negative,,2
"Standar, sesuai dengan harganya.",neutral,,3
"Skeptis awalnya, tapi proven wrong. Mantap!",positive,,5
"Kok gini dong, cacat",negative,,2
"Lumayan bagus, tapi masih banyak kompetitor yang lebih baik.",neutral,,3
"Fifty fifty sih, tergantung ekspektasi.",neutral,,3
Top quality! Packaging juga premium banget.,positive,,5
"Barang original, packaging aman dan rapi. Mantap!",positive,,5
"Kok jadi gini nih, zonk banget",negative,,1
"Lumayan aja, cukup deh.",neutral,,3
"Bukan palsu kok, malah authentic!",positive,,4
Jelek banget! Bau aneh dan bahan murahan.,negative,,2
"Fifty fifty banget, bingung mau kasih bintang berapa.",neutral,,3
"Brilliant marketing, terrible product!",negative,,1
Worth it pokoknya kualitasnya,positive,,5
"Oke sih, tapi masih ada room for improvement.",neutral,,3
Bagus banget ini,positive,,5
"Biasa aja sih, tidak istimewa tapi juga tidak mengecewakan.",neutral,,3
"Oke untuk sementara, tapi ya gitu aja.",neutral,,3
"Tidak buruk, sangat memuaskan!",positive,,5
"Ga zonk, malah jackpot!",positive,,5
Best seller! Best in selling trash!,negative,,1
"Biasa, produk kelas menengah gini.",neutral,,3
"Packaging rapih banget, produk juga oke. Mantap!",positive,,5
"Kecewa kata orang, gw malah puas!",positive,,4
Mengecewakan sekali! Produk rusak dan seller cuek.,negative,,2
Gitu aja,neutral,,3
Netral aja,neutral,,3
"Foto produk menarik, aslinya mengecewakan!",negative,,1
Sesuai ekspektasi bahkan lebih. Will buy again!,positive,,5
Mengecewakan! Produk tidak layak jual.,negative,,2
Mengecewakan sekali. Sudah komplain tapi diabaikan.,negative,,2
"Kenapa jadi gini ya, ga sama",negative,,1
Gitu aja,neutral,,3
"Setan nih seller, setan baiknya kasih kualitas premium!",positive,,4
Gitu aja,neutral,,3
"Produk biasa, tidak jelek tapi juga tidak excellent.",neutral,,3
"Bisa dibilang oke, bisa dibilang kurang.",neutral,,3
"Ya gitu deh, ekspektasi pas-pasan.",neutral,,3
Juara! Juara bikin kecewa!,negative,,1
Puas banget! Barang cepat sampai dan sesuai deskripsi.,positive,,5
"Oke oke aja, nothing special.",neutral,,3
Biasa aja sih,neutral,,3
"Ga jelek, justru sangat bagus!",positive,,5
"Barang standar pasaran, tidak mengecewakan tapi juga tidak wow.",neutral,,3
Tidak worth it! Harga mahal tapi kualitas rendah.,negative,,1
"Buruk? Justru sebaliknya, excellent!",positive,,5
"Mantap katanya, kecewa faktanya!",negative,,1
Marvelous! Marvelously terrible!,negative,,1
Luar biasa! Melebihi ekspektasi. Akan order lagi pasti.,positive,,5
"Top ratingnya, jelek barangnya!",negative,,1
"Gimana ini nih, ga pas",negative,,1
"Tidak rugi beli ini, malah untung banget!",positive,,5
"Produk oke, tapi pengiriman agak lama. Next time semoga lebih cepat.",positive,,5
"Sempurna, sempurna rusaknya!",negative,,2
Wow rusak begini kok dijual!,negative,,1
"Ga kecewa kok, justru wow!",positive,,5
"Wow banget, ternyata jelek parah!",negative,,1
"Produk mantap, harga bersaing. Akan repeat order!",positive,,5
"Janji customer service baik, kenyataan diabaikan!",negative,,1
"Ga buruk, malah excellent!",positive,,4
Mantap lah produknya,positive,,4
Jelek tapi ada bagusnya juga.,neutral,,3
Seller tidak amanah! Kirim barang yang berbeda.,negative,,2
Fifty fifty,neutral,,3
Terima kasih ya udah ngingetin untuk ga belanja lagi!,negative,,2
Recommended emang pembeliannya,positive,,4
"Ga rugi sama sekali, bagus!",positive,,5
Wow ternyata jelek banget barangnya!,negative,,1
"Wonderful harapan, awful kenyataan!",negative,,1
"Kenapa gini ya, ga sesuai warna",negative,,1
Di tengah-tengah aja.,neutral,,3
"Gimana ini ya, ga sesuai warna",negative,,2
"Kirain murahan, eh ternyata bagus banget!",positive,,5
Exquisite! Exquisitely bad service!,negative,,1
"Oke banget, ya untuk harga segini.",neutral,,3
"Biasa, produk kelas menengah gini.",neutral,,3
"Lumayan untuk daily use, tapi bukan yang terbaik.",neutral,,3
Oke aja,neutral,,3
Tidak recommended! Kualitas jauh di bawah standar.,negative,,1
"Advertise premium, deliver sampah!",negative,,1
"Tidak rugi beli ini, malah untung banget!",positive,,4
"Recommended banget, recommended jangan beli!",negative,,1
Sempurna kenyataannya cacat!,negative,,2
"Ga percaya review positif, tapi ternyata beneran bagus!",positive,,4
"Produk mantap, harga bersaing. Akan repeat order!",positive,,5
"Kampret emang, kampret bagusnya bro!",positive,,5
"Ya begitulah, ada plus minus.",neutral,,3
"Ya gitu lah, sesuai harga.",neutral,,3
"Oke sih, tapi masih ada room for improvement.",neutral,,3
"Kenapa jadi gini dong, ga sesuai foto",negative,,1
Puas banget sih kualitasnya,positive,,5
Buruk! Jahitan lepas-lepas dan bahan jelek.,negative,,1
Biasa aja sih,neutral,,3
Sesuai harga,neutral,,3
Top banget sih kualitasnya,positive,,5
Sangat mengecewakan. Kualitas jauh dari ekspektasi.,negative,,2
Standar lah,neutral,,3
Produk berkelas dengan harga terjangkau. Puas!,positive,,4
Oke aja,neutral,,3
Standar tapi lumayan oke.,neutral,,3
"Love banget, love kecewanya!",negative,,1
Kecewa parah... kecewa kenapa ga beli banyak!,positive,,5
"Barang sesuai deskripsi, packaging rapi. Recommended seller!",positive,,4
"Sesuai prediksi, biasa.",neutral,,3
"Oke sih, tapi masih ada room for improvement.",neutral,,3
Excellent! Excellently bad!,negative,,1
"Oke banget, ya untuk harga segini.",neutral,,3
"Setengah mantap, setengah biasa.",neutral,,3
Kualitas premium! Harga juga masih affordable.,positive,,4
"Produk standar kualitas, tidak mengecewakan.",neutral,,3
"Bukan palsu sih, justru real!",positive,,5
Tidak mengecewakan sedikitpun! Top!,positive,,5
"Senang, senang dapat barang rusak!",negative,,1
Kualitas premium! Harga juga masih affordable.,positive,,4
Bagus sekali! Material berkualitas dan harga terjangkau.,positive,,5
"Lumayan, ada yang oke ada yang kurang. Overall 50:50.",neutral,,3
"Gimana ya, kecewa parah",negative,,1
"Ga jelek, malah bagus banget!",positive,,5
Luar biasa! Luar biasa mengecewakan!,negative,,1
Sangat buruk! Produk pecah/rusak saat sampai.,negative,,2
Divine! Divinely disappointing!,negative,,2
"Oke sih, tapi masih ada room for improvement.",neutral,,3
Sesuai harga,neutral,,3
Produk berkelas dengan harga terjangkau. Puas!,positive,,5
Produk palsu! Bukan barang original seperti yang dijanjikan.,negative,,2
Sesuai deskripsi 100%. Very satisfied!,positive,,4
Senang emang kualitasnya,positive,,4
"Kualitas sangat buruk, tidak sesuai harga yang dibayar.",negative,,1
Bagus banget sih pembeliannya,positive,,5
Tidak mengecewakan sama sekali! Justru sangat memuaskan!,positive,,5
Kecewa banget! Barang cacat dan tidak bisa diretur.,negative,,1
Oke aja,neutral,,3
"Gimana nih dong, rusak semua",negative,,1
Sangat bagus! Melebihi harga yang dibayarkan.,positive,,5
Senang banget nih,positive,,5
"Packaging rapi banget, produk juga bagus. Good job!",positive,,5
Lumayan bagus tapi ada minor issue. Still acceptable.,neutral,,3
Oke aja,neutral,,3
"Cukup memuaskan, ada kelebihan dan kekurangannya.",neutral,,3
"Mengecewakan! Foto produk menyesatkan, aslinya jelek.",negative,,2
"Ya sudah, cukup memenuhi kebutuhan dasar.",neutral,,3
"Standar aja sih, tidak ada yang istimewa dari produk ini.",neutral,,3
"Biasa, sesuai ekspektasi. Nothing to complain much.",neutral,,3
"Barang berkualitas, harga murah. Best deal ever!",positive,,4
"Biasa aja, sesuai dengan harganya. Nothing more nothing less.",neutral,,3
"Kualitas juara, harga terjangkau. Best seller deh!",positive,,5
"Barang standar pasaran, tidak mengecewakan tapi juga tidak wow.",neutral,,3
Mengecewakan! Produk tidak layak jual.,negative,,1
"Tidak murahan, sangat berkualitas!",positive,,5
Tidak mengecewakan sedikitpun! Top!,positive,,4
Tidak sesuai deskripsi sama sekali. Minta refund!,negative,,2
"Seller fast respon, barang juga cepat dikirim. Good!",positive,,4
"The best banget, best jelek se-Indonesia!",negative,,1
"Gimana ini deh, ga sesuai gambar",negative,,2
Top deh barangnya,positive,,5
"Foto produk menarik, aslinya mengecewakan!",negative,,2
Mantap ternyata palsu barangnya!,negative,,2
"Kurang memuaskan, ukuran tidak sesuai dan respon seller lambat.",negative,,2
"Mantap promosinya, jelek produknya!",negative,,2
Gitu aja,neutral,,3
"Kok gini nih, zonk banget",negative,,1
"Hampir cancel order, untung jadi beli. Bagus banget!",positive,,5
"Material bagus, jahitan rapi. Recommended!",positive,,5
"Oke lah ya, ga ngarep juga sih.",neutral,,3
Fifty fifty,neutral,,3
Sangat buruk! Produk pecah/rusak saat sampai.,negative,,1
Shock! Ga nyangka bakal sekeren ini produknya.,positive,,5
Standar lah,neutral,,3
Seller tidak amanah! Kirim barang yang berbeda.,negative,,2
"Mengecewakan karena terlalu cepat sampai, belum siap!",positive,,5
Memuaskan banget memang,positive,,5
Recommended! Recommended untuk dihindari!,negative,,1
Gitu aja,neutral,,3
"Tidak nyesel sama sekali, recommended!",positive,,4
"Kenapa bisa gini ya, ga sesuai pesanan",negative,,1
Komplain? Ga ada! Semua perfect!,positive,,5
"Hype-nya besar, hasilnya zonk!",negative,,1
"Biasa banget, nothing to write home about.",neutral,,3
"Produk mantap, harga bersaing. Akan repeat order!",positive,,5
"Barang bagus, harga bersahabat. Highly recommended!",positive,,4
"Biasa, produk standar.",neutral,,3
Oke aja,neutral,,3
"Awalnya kecewa lihat harga, tapi setelah datang worth it banget!",positive,,4
"Oke banget, ya untuk harga segini.",neutral,,3
"Bukan jelek, tapi bagus!",positive,,5
"Biasa aja, sesuai dengan harganya. Nothing more nothing less.",neutral,,3
"Sempurna nih, sempurna jelek!",negative,,1
Bagus banget! Warna dan ukuran sesuai. Love it!,positive,,5
"Ga kecewa kok, justru wow!",positive,,5
Netral aja,neutral,,3
Recommended deh pelayanannya,positive,,5
Top quality! Packaging juga premium banget.,positive,,4
Memuaskan banget gw,positive,,5
"Seller janji A, dapet B. Mengecewakan!",negative,,1
Fifty fifty,neutral,,3
Brilliant! Brilliantly bad!,negative,,1
Tidak memuaskan. Produk cacat dan pengiriman lambat.,negative,,1
Biasa aja sih,neutral,,3
Ya sudah lah,neutral,,3
Lumayan,neutral,,3
Fabulous! Fabulously disappointing!,negative,,1
"Kenapa jadi gini, buruk parah",negative,,1
"Seller responsif, barang cepat sampai. Good!",positive,,5
"Gitu doang, standar.",neutral,,3
Ya sudah lah,neutral,,3
"Testimoni bagus-bagus, kok gw kecewa?",negative,,1
Tidak akan kecewa? Bohong. Justru sangat puas!,positive,,5
"Wow ga sesuai ekspektasi, ternyata jauh lebih bagus!",positive,,5
"Gimana nih dong, kecewa parah",negative,,1
"Kenapa gini dong, kecewa parah",negative,,1
Seller ramah dan fast respon. Produknya juga bagus!,positive,,4
"Takut kecewa, ternyata malah melebihi ekspektasi!",positive,,4
"Oke, nothing more.",neutral,,3
"Produknya standar, sesuai harga yang dibayar.",neutral,,3
Oke lah untuk harga segini. Tidak terlalu wow tapi juga gak jelek.,neutral,,3
Kenapa bisa jelek gini,negative,,1
Impressive! Impressively bad service!,negative,,1
"Perfect sekali, perfect buat dibuang!",negative,,2
"Bukan nyesel sih, justru mantap!",positive,,5
"Oke untuk sekali beli, tapi ya gitu.",neutral,,3
"Bukan produk gagal, tapi produk sukses!",positive,,4
"Kok jadi gini deh, ga sesuai ekspektasi",negative,,1
Fifty fifty,neutral,,3
Mantap ternyata palsu barangnya!,negative,,1
Tidak memuaskan! Seller lambat respon dan barang bermasalah.,negative,,1
Oke banget sih,positive,,4
Suka memang seller,positive,,5
"Oke banget nih seller, oke banget nyakitin hati!",negative,,1
Kecewa banget! Barang cacat dan tidak bisa diretur.,negative,,2
"Ga kecewa kok, justru wow!",positive,,5
"So so lah, sesuai budget yang dikeluarkan.",neutral,,3
Produk premium dengan harga yang masuk akal. Recommended!,positive,,5
"Cukup bagus, tapi ada beberapa hal yang bisa ditingkatkan.",neutral,,3
"Reviewnya positif semua, kok gw dapat yang jelek?",negative,,2
"Bukan jelek kok, malah oke!",positive,,5
Jelek banget! Bau aneh dan bahan murahan.,negative,,1
"Standar market, tidak ada yang spesial tapi ya gapapa.",neutral,,3
Buruk! Bahan tipis dan mudah rusak. Rugi beli ini.,negative,,1
Lovely! Lovely way to waste money!,negative,,1
"Barang lumayan, tapi packaging bisa lebih baik lagi.",neutral,,3
"So so, ada beberapa detail yang kurang presisi.",neutral,,3
"Cukup memuaskan, ada kelebihan dan kekurangannya.",neutral,,3
Sesuai harga,neutral,,3
Bagus banget pokoknya,positive,,5
"Ga zonk, malah jackpot dapat barang bagus!",positive,,4
Netral aja,neutral,,3
Keren emang seller,positive,,5
Good job! Good job ngerusak ekspektasi!,negative,,1
Standar lah,neutral,,3
"Produk oke, tapi pengiriman agak lama. Next time semoga lebih cepat.",positive,,5
"Bukan produk gagal, tapi produk sukses!",positive,,4
"Buruk? Justru sebaliknya, excellent!",positive,,4
"Rugi kata temen, gw untung banget!",positive,,5
Biasa aja sih,neutral,,3
"Produk standar, tidak ada yang spesial. Biasa aja.",neutral,,3
"Ya gitu, ekspektasi rendah jadi ya pas.",neutral,,3
"Biasa aja sih, tidak istimewa tapi juga tidak mengecewakan.",neutral,,3
Oke nih tokonya,positive,,5
"Standar, sesuai dengan harganya.",neutral,,3
Recommended banget deh seller,positive,,5
"Fifty fifty, ada kelebihan ada kekurangan.",neutral,,3
"Recommended banget, recommended jangan beli!",negative,,1
Seller tidak amanah! Kirim barang yang berbeda.,negative,,2
"Ga rusak sama sekali, mantap!",positive,,5
"Kurang memuaskan, ukuran tidak sesuai dan respon seller lambat.",negative,,2
Sempurna kenyataannya cacat!,negative,,1
Cukup bagus untuk harga segini. Lumayan deh.,neutral,,3
Ya sudah lah,neutral,,3
Lovely! Lovely way to waste money!,negative,,1
"Keren abis, keren cara nyebabin customer!",negative,,1
"Standar aja sih, tidak ada yang istimewa dari produk ini.",neutral,,3
"Ga jelek sama sekali, bagus banget!",positive,,5
Memuaskan banget gw tokonya,positive,,5
"Kenapa gini, buruk parah",negative,,1
"Kualitas juara, harga terjangkau. Best seller deh!",positive,,4
"Produk oke, tapi bukan pilihan pertama kalau beli lagi.",neutral,,3
Cukup memuaskan,neutral,,3
"Wow sih, tapi ya gitu aja.",neutral,,3
"Gitu doang, standar.",neutral,,3
"Kenapa gini dong, ga sesuai pesanan",negative,,2
"Barang standar pasaran, tidak mengecewakan tapi juga tidak wow.",neutral,,3
Jelek! Ukuran tidak pas dan finishing berantakan.,negative,,1
Top banget sih barangnya,positive,,5
"Oke untuk sekali beli, tapi ya gitu.",neutral,,3
"Produknya standar, sesuai harga yang dibayar.",neutral,,3
"Gimana ini dong, cacat",negative,,1
Buruk sekali! Barang rusak saat sampai dan packing asal-asalan.,negative,,2
"Bukan rusak sih, justru perfect!",positive,,5
Lumayan,neutral,,3
Buruk sekali! Barang rusak saat sampai dan packing asal-asalan.,negative,,1
"Biasa aja, sesuai dengan harganya. Nothing more nothing less.",neutral,,3
"Tidak rugi beli ini, malah untung banget!",positive,,5
Recommended banget gw barangnya,positive,,5
"Gitu doang, ga ada yang istimewa.",neutral,,3
"Lumayan, ada yang oke ada yang kurang. Overall 50:50.",neutral,,3
Tremendous! Tremendously bad!,negative,,1
Kecewa tapi ya udahlah.,neutral,,3
"Skeptis awalnya, tapi proven wrong. Mantap!",positive,,5
Sangat mengecewakan. Kualitas jauh dari ekspektasi.,negative,,1
Buruk sekali! Barang rusak saat sampai dan packing asal-asalan.,negative,,2
"Bagus deh, bagus zonk-nya!",negative,,1
"Cukup untuk harga segini, tapi jangan expect too much.",neutral,,3
"Standar lah, sesuai pasaran.",neutral,,3
"Kok bisa gini nih, zonk banget",negative,,2
Oke emang pelayanannya,positive,,4
"Kok gini ya, ga sesuai gambar",negative,,2
"Mengecewakan karena terlalu cepat sampai, belum siap!",positive,,5
Buruk! Bahan tipis dan mudah rusak. Rugi beli ini.,negative,,1
Cukup memuaskan untuk penggunaan sehari-hari.,neutral,,3
"Lumayan, ada yang oke ada yang kurang. Overall 50:50.",neutral,,3
"Testimoni bagus-bagus, kok gw kecewa?",negative,,1
"Seller fast respon, barang juga cepat dikirim. Good!",positive,,4
Produk palsu! Bukan barang original seperti yang dijanjikan.,negative,,1
"Biasa banget, nothing to write home about.",neutral,,3
"Top, tapi ya sesuai harga.",neutral,,3
"Produk standar kualitas, tidak mengecewakan.",neutral,,3
"Excellent sekali, excellent cara boong!",negative,,1
"Standar lah, sesuai pasaran.",neutral,,3
Buruk! Barang berbeda dari yang dipesan.,negative,,1
Outstanding! Outstandingly bad!,negative,,1
"Standar, sesuai dengan harganya.",neutral,,3
"Gimana ini sih, ga sesuai foto",negative,,2
Fifty fifty quality.,neutral,,3
"Produk berkualitas tinggi, pelayanan excellent. Terima kasih!",positive,,5
Oke nih,positive,,4
Mengecewakan! Barang tidak sesuai spesifikasi yang dijanjikan.,negative,,1
"Tidak buruk, bahkan excellent!",positive,,5
Recommended banget deh tokonya,positive,,4
Superb! Superbly bad quality!,negative,,1
"Ga jelek, malah bagus banget!",positive,,5
"Ga zonk, malah jackpot dapat barang bagus!",positive,,4
"Hebat, hebat bikin kecewa!",negative,,1
"Ekspektasi tinggi, realita rendah. Buruk!",negative,,1
"Produk oke, tapi bukan pilihan pertama kalau beli lagi.",neutral,,3
Standar tapi lumayan oke.,neutral,,3
Biasa aja sih,neutral,,3
Puas deh,positive,,5
"Ga zonk kok, justru untung!",positive,,5
"Wow sih, tapi ya gitu aja.",neutral,,3
Parah sih ini... parah bagusnya!,positive,,5
"Promosi bilang berkualitas, faktanya buruk!",negative,,1
Kecewa banget! Barang cacat dan tidak bisa diretur.,negative,,1
Exquisite! Exquisitely bad service!,negative,,2
"Produk oke, tapi bukan pilihan pertama kalau beli lagi.",neutral,,3
Superb! Superbly bad quality!,negative,,2
Buruk! Bahan tipis dan mudah rusak. Rugi beli ini.,negative,,1
Puas tapi ada minusnya.,neutral,,3
Fail? Failed to disappoint! Bagus!,positive,,5
Netral aja,neutral,,3
"Ekspektasi tinggi, realita rendah. Buruk!",negative,,2
Tidak memuaskan! Seller lambat respon dan barang bermasalah.,negative,,2
Lumayan,neutral,,3
Fifty fifty,neutral,,3
"Packaging rapi banget, produk juga bagus. Good job!",positive,,5
"Ya begitulah, ada plus minus.",neutral,,3
"Keren abis, keren cara nyebabin customer!",negative,,2
"Zonk katanya, gw dapat jackpot!",positive,,4
"Ga jelek, justru sangat bagus!",positive,,5
